"Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
2014-08-28 21:22:40,33,"Male","United States","MO","No","Yes","No",NA,"500-1000","No","Yes","Yes","No","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","Yes","Yes","Yes","No",NA
2014-08-28 21:24:48,29,"male","United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","No","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No",NA
2014-08-28 21:27:19,43,"M","United States",NA,"No","Yes","No","Sometimes","500-1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","No","No","My employer gives access to basic counseling and referrals but I don't know (and it's not obvious) what might be covered in the way of expenses for therapy medication etc."
2014-08-28 21:30:35,29,"Male","United States","NY","No","No","No",NA,"26-100","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","Yes","No",NA
2014-08-28 21:33:32,25,"Male","United States","TX","No","No","No",NA,"100-500","Yes","Yes","Yes","No","No","No","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-28 21:38:12,31,"Male","United States","MO","No","Yes","No","Never","100-500","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Very easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-28 21:41:53,35,"Female","United States","GA","No","Yes","Yes","Sometimes","6-25","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No","* Small family business - YMMV."
2014-08-28 21:47:33,34,"male","United States","TX","No","No","No","Often","1-5","No","Yes","Don't know","No","No","Yes","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","* Small family business - YMMV."
2014-08-28 22:16:34,43,"Cis Male","United States","WA","No","No","Yes","Sometimes","100-500","Yes","Yes","Yes","Yes","No","Yes","Yes","Very difficult","Yes","Maybe","Some of them","No","No","Maybe","No","Yes","* Small family business - YMMV."
2014-08-28 22:17:15,38,"Male","United States","WA","No","Yes","Yes","Sometimes","100-500","No","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Yes","No","Some of them","No","Maybe","No","No","* Small family business - YMMV."
2014-08-28 22:18:41,26,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No","Yes","Yes","Very difficult","Maybe","No","Some of them","Some of them","Yes","Yes","No","Yes","* Small family business - YMMV."
2014-08-28 22:20:33,38,"Male","United Kingdom",NA,"Yes","Yes","Yes","Rarely","1-5","Yes","No","No","No","No","No","Yes","Very difficult","Maybe","No","No","No","No","No","No","No",NA
2014-08-28 22:22:39,42,"Male","United States","TX","No","No","Yes","Often","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-28 22:23:47,33,"Male","Netherlands",NA,"No","Yes","Yes",NA,"6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","Yes",NA
2014-08-28 22:35:10,32,"Male","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-28 22:39:57,44,"male","United States","WA","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No",NA
2014-08-28 22:46:40,28,"Male","United States","WA","No","Yes","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","No","No",NA
2014-08-28 23:03:05,40,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","Yes","No","Some of them","Some of them","No","Maybe","Don't know","Yes",NA
2014-08-28 23:13:18,31,"F","United States","AZ","No","Yes","Yes","Sometimes","500-1000","No","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","Maybe","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-28 23:16:30,32,"male","United States","WA","No","Yes","No","Sometimes","100-500","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","No","No","No","Don't know","No",NA
2014-08-28 23:57:07,28,"Male","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Somewhat easy","Maybe","No","Some of them","No","No","Maybe","No","No",NA
2014-08-29 00:05:07,39,"Male","United States","AZ","No","Yes","Yes","Often","26-100","No","Yes","Yes","Yes","No","No","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No",NA
2014-08-29 00:06:49,45,"Male","United States","NY","No","No","No",NA,"More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No",NA
2014-08-29 00:11:17,43,"Male","United States","WA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","I have an exceptional employer. I haven't run into problems with any employer I've had but consider myself lucky."
2014-08-29 00:41:25,35,"Male","United States","CA","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Don't know","Yes","Don't know","Very difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-29 00:43:37,40,"Male","United States","WA","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Very easy","Maybe","No","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-29 00:47:09,34,"Male","Netherlands",NA,"No","No","Yes","Rarely","26-100","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-29 01:14:09,24,"Male","United Kingdom",NA,"No","Yes","Yes","Often","26-100","No","No","Don't know","Yes","No","No","No","Somewhat easy","Yes","Maybe","Some of them","Yes","No","Maybe","No","Yes",NA
2014-08-29 01:20:32,61,"male","South Africa",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Yes","No","Maybe","No","Yes",NA
2014-08-29 01:40:36,36,"Female ","United States","WA","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","No","No","No","Don't know","No",NA
2014-08-29 02:10:57,38,"Male","United States","TN","No","No","No",NA,"6-25","No","Yes","No","No","No","No","Yes","Don't know","Maybe","No","Some of them","Yes","Maybe","Maybe","Don't know","No","Some of these should not be required."
2014-08-29 02:24:13,33,"male","Germany",NA,"No","Yes","Yes","Often","26-100","No","Yes","Don't know","Not sure","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","Yes","No",NA
2014-08-29 03:02:16,30,"male","United States","WA","No","Yes","No","Never","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","No","No","No",NA
2014-08-29 03:02:45,34,"male","Netherlands",NA,"Yes","Yes","Yes","Rarely","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Some of them","No","Maybe","Yes","No","Though I'm in the Netherlands and chose that country from the list quite some questions are strongly geared towards the US. Over here people don't need benefits from their employer because we pay enough taxes for the government to pay for treatment of any physical or mental condition. We don't need employer approval for medical leave; that's something a qualified medical professional decides (and while on leave we still get paid our salaries something the employer can get insurance for). I answered yes to questions about these things meaning it's covered not it's covered by my employer."
2014-08-29 03:08:25,26,"Male","United States","CA","No","No","Yes","Rarely","More than 1000","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-29 04:39:23,33,"M","United Kingdom",NA,"No","No","No",NA,"More than 1000","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-29 04:53:12,32,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","No","No","No","Don't know","Very easy","No","No","No","Yes","No","Maybe","No","No",NA
2014-08-29 05:15:30,25,"male","Germany",NA,"Yes","No","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Yes","Yes","Yes","No",NA
2014-08-29 05:24:07,35,"male","Germany",NA,"Yes","No","Yes","Sometimes","26-100","Yes","No","Don't know","No","No","No","Don't know","Somewhat difficult","Yes","Maybe","Yes","No","No","Maybe","Don't know","No",NA
2014-08-29 05:39:21,24,"M","United Kingdom",NA,"Yes","Yes","No","Often","1-5","Yes","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No",NA
2014-08-29 05:47:19,55,"male","United Kingdom",NA,"No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","Yes","Maybe","No","Some of them","No","Maybe","No","Yes",NA
2014-08-29 05:54:26,33,"Male","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","No","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes",NA
2014-08-29 05:57:48,26,"Female","United Kingdom",NA,"Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Yes","No","I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract."
2014-08-29 06:06:46,25,"Male","United Kingdom",NA,"No","No","No","Never","6-25","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Very easy","No","No","Yes","Yes","No","No","Don't know","No",NA
2014-08-29 06:37:49,45,"Male","United Kingdom",NA,"No","Yes","No","Rarely","100-500","No","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-29 06:42:57,33,"female","United Kingdom",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-29 07:12:43,43,"Male","United States","MI","No","No","No","Sometimes","More than 1000","Yes","Yes","No","Not sure","No","No","Don't know","Very difficult","Yes","Maybe","No","No","No","Maybe","No","Yes",NA
2014-08-29 07:21:30,30,"Male","United Kingdom",NA,"Yes","No","Yes","Sometimes","6-25","No","Yes","No","Yes","No","No","No","Very difficult","Yes","Yes","No","No","No","No","Yes","Yes",NA
2014-08-29 07:28:17,40,"Male","United States","IN","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No",NA
2014-08-29 07:51:42,49,"Male","United States","GA","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Yes","Yes","No","No","Yes","No","Thank you for shining a light on this topic."
2014-08-29 08:26:36,29,"Male","Germany",NA,"No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA
2014-08-29 08:36:24,26,"male","Germany",NA,"No","No","No",NA,"500-1000","No","Yes","Don't know","No","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No",NA
2014-08-29 08:46:31,38,"cis male","United States","WA","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","No","Yes",NA
2014-08-29 08:53:19,27,"Male","France",NA,"No","Yes","No",NA,"500-1000","No","No","Yes","Yes","Don't know","No","Yes","Somewhat easy","Maybe","Maybe","No","Some of them","No","Maybe","Don't know","Yes",NA
2014-08-29 08:54:23,26,"male","Belgium",NA,"No","No","No","Never","6-25","No","Yes","Yes","No","No","No","No","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No",NA
2014-08-29 08:57:14,28,"Male","United Kingdom",NA,"No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Yes","Yes","No","No","No","No",NA
2014-08-29 08:57:42,40,"Male","United States","ME","No","Yes","Yes","Sometimes","1-5","Yes","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","No","No",NA
2014-08-29 08:59:08,37,"Female","Canada",NA,"Yes","Yes","Yes","Rarely","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","Yes","Maybe","Some of them","Some of them","Maybe","Maybe","Don't know","Yes",NA
2014-08-29 08:59:40,34,"female","United Kingdom",NA,"No","Yes","Yes","Often","26-100","Yes","No","Yes","Yes","No","Yes","No","Somewhat easy","Yes","Yes","Some of them","No","No","No","Don't know","No",NA
2014-08-29 09:01:01,28,"male","United States","NY","No","Yes","Yes","Often","100-500","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Yes","Don't know","No",NA
2014-08-29 09:01:45,27,"Male","Canada",NA,"No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-29 09:02:04,29,"Male","United Kingdom",NA,"No","No","Yes","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","Yes","No","Yes","Yes","No",NA
2014-08-29 09:02:56,39,"Female","United Kingdom",NA,"No","Yes","No","Rarely","500-1000","Yes","Yes","Don't know","Not sure","No","No","Don't know","Somewhat difficult","Yes","Yes","No","No","No","No","No","Yes",NA
2014-08-29 09:03:50,28,"male","United Kingdom",NA,"No","No","No","Often","6-25","No","Yes","No","No","No","No","No","Somewhat difficult","Yes","No","No","No","No","Yes","Yes","No",NA
2014-08-29 09:10:08,23,"Male","United States","PA","No","Yes","No","Sometimes","26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","No","No","No","No","No","Maybe","Don't know","No",NA
2014-08-29 09:10:58,8,"A little about you","Bahamas, The","IL","Yes","Yes","Yes","Often","1-5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"," "
2014-08-29 09:12:16,38,"Male","United Kingdom",NA,"No","No","No",NA,"1-5","Yes","Yes","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-29 09:13:43,19,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","Yes","No","No","Yes","Don't know","Very easy","No","No","Yes","Yes","No","No","Yes","No",NA
2014-08-29 09:14:45,30,"Female","United States","IL","No","Yes","Yes","Sometimes","26-100","No","Yes","Yes","Yes","Yes","Don't know","Yes","Very easy","No","No","Some of them","No","No","No","Yes","No",NA
2014-08-29 09:15:05,28,"male","United Kingdom",NA,"Yes","No","No",NA,"1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","Maybe","Maybe","No","No","No","No","Yes","No",NA
2014-08-29 09:15:52,20,"Male","India",NA,"No","No","Yes","Sometimes","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Maybe","Yes","No",NA
2014-08-29 09:19:25,35,"Male","United Kingdom",NA,"Yes","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-29 09:24:34,39,"male","United States","MN","No","No","Yes","Rarely","100-500","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-29 09:23:22,31,"Female","United States","TX","No","Yes","No","Never","More than 1000","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No",NA
2014-08-29 09:23:44,32,"Male","United Kingdom",NA,"No","No","No","Rarely","500-1000","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No",NA
2014-08-29 09:27:12,27,"Male","Sweden",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",NA
2014-08-29 09:29:37,25,"Male","United States","PA","No","Yes","Yes","Often","6-25","Yes","Yes","Yes","Yes","No","Don't know","Yes","Somewhat easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-29 09:31:37,42,"male","United States","IN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No",NA
2014-08-29 09:31:49,34,"male","United States","PA","No","Yes","Yes","Often","100-500","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-29 09:33:43,26,"female","United States","OH","No","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","Maybe","Maybe","Don't know","Yes",NA
2014-08-29 09:35:46,35,"Male","United Kingdom",NA,"No","Yes","Yes","Sometimes","1-5","No","Yes","No","Yes","No","No","Yes","Very easy","Yes","Yes","Some of them","Some of them","No","Maybe","Yes","Yes",NA
2014-08-29 09:36:04,34,"Male","United Kingdom",NA,"No","No","No","Never","500-1000","No","Yes","Don't know","No","No","Don't know","Don't know","Very easy","Maybe","No","Yes","Yes","No","No","Yes","No",NA
2014-08-29 09:36:46,38,"m","United States","PA","No","Yes","Yes","Sometimes","100-500","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","No","No","Yes","Yes","Yes","Yes","Don't know","No","While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges."
2014-08-29 09:40:13,34,"M","United States","SD","No","No","No","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Don't know","Yes","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-29 09:42:23,39,"M","United States","IN","No","Yes","Yes","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No",NA
2014-08-29 09:46:56,44,"F","United States","CA","No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Yes","No","No","No","No","No","Don't know","No",NA
2014-08-29 09:47:10,40,"male","United States","TN","No","No","No",NA,"More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","No","No","Yes","No","No","Don't know","No",NA
2014-08-29 09:47:30,33,"female","United States","TX","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Somewhat easy","Maybe","No","No","Some of them","No","No","Yes","No",NA
2014-08-29 09:51:35,24,"Female","United States","TN","No","Yes","No","Sometimes","More than 1000","No","No","Yes","Yes","No","Don't know","Don't know","Somewhat difficult","Yes","Maybe","Some of them","Some of them","No","No","No","Yes",NA
2014-08-29 09:53:38,38,"Female","United States","OR","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No",NA
2014-08-29 09:53:50,31,"male","United States","SD","No","No","No","Sometimes","More than 1000","No","Yes","Yes","Not sure","Yes","Yes","Yes","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","Yes","No",NA
2014-08-29 09:54:01,23,"Male","Israel",NA,"No","No","No",NA,"100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No",NA
2014-08-29 09:54:11,26,"F","United States","NY","No","No","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-29 09:58:55,46,"Female (trans)","United States","CT","No","No","Yes","Often","More than 1000","No","No","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","No","Some of them","Some of them","No","No","No","Yes",NA
2014-08-29 09:59:39,30,"Male","United States","CA","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-29 10:03:24,25,"Male","United States",NA,"No","No","No","Rarely","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Yes","Don't know","Yes","My work is using my brain. I do it incredibly well.I make an effort to avoid diagnosis of anything mental health related because I am convinced it would only affect me negatively."
2014-08-29 10:05:57,19,"M","Canada",NA,"No","No","No","Never","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-29 10:06:29,30,"Female","United States","GA","No","Yes","Yes","Sometimes","500-1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","No","Yes",NA
2014-08-29 10:12:10,32,"m","United States","TN","No","No","No","Never","6-25","No","Yes","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Yes","Yes","No","Maybe","Yes","No",NA
2014-08-29 10:13:39,32,"Male","United Kingdom",NA,"No","No","No",NA,"6-25","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","No","No","No","Maybe","Don't know","No",NA
2014-08-29 10:13:43,37,"Male","United States","IN","No","Yes","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area."
2014-08-29 10:16:45,42,"M","United States","CA","No","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No",NA
2014-08-29 10:27:15,25,"female","United States","OR","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","Maybe","No","Some of them","Yes","Maybe","No","Yes","No",NA
2014-08-29 10:30:09,19,"Male","United States","IN","No","No","No","Sometimes","1-5","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Don't know","No",NA
2014-08-29 10:32:24,40,"female","United States","GA","No","Yes","No","Never","100-500","Yes","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No",NA
2014-08-29 10:33:45,34,"Male","United States","IN","No","No","No",NA,"More than 1000","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","No","Don't know","No",NA
2014-08-29 10:38:23,26,"Male","United States","MN","No","Yes","No",NA,"6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-29 10:38:29,31,"Male","United States","MN","No","Yes","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","Don't know","Don't know","Yes","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No",NA
2014-08-29 10:55:24,40,"Male","United States","NC","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","Yes","Maybe","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-29 10:59:57,31,"Female","United States","FL","No","Yes","Yes","Often","26-100","No","Yes","No","No","No","No","No","Very difficult","Yes","No","No","No","No","Yes","No","Yes",NA
2014-08-29 11:01:41,36,"M","United States","MN","No","No","No","Never","100-500","No","No","Don't know","No","No","Don't know","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","Don't know","Yes",NA
2014-08-29 11:02:23,35,"Male","Canada",NA,"No","Yes","No","Sometimes","6-25","Yes","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No",NA
2014-08-29 11:04:19,26,"male","Australia",NA,"No","Yes","Yes","Sometimes","26-100","Yes","Yes","No","No","No","No","Yes","Don't know","No","No","Yes","Yes","No","Maybe","Yes","No","The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them."
2014-08-29 11:05:00,44,"m","United States","MO","No","No","No",NA,"More than 1000","Yes","No","Don't know","No","Don't know","Don't know","Yes","Don't know","Yes","No","Some of them","No","No","No","No","No",NA
2014-08-29 11:11:00,34,"Female","United States","CA","No","No","No","Sometimes","1-5","No","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No",NA
2014-08-29 11:12:22,35,"Male","United States","OR","No","No","No",NA,"6-25","Yes","Yes","No","No","No","No","Don't know","Don't know","No","No","No","No","No","No","Don't know","No",NA
2014-08-29 11:19:46,28,"female","United States","OH","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Somewhat easy","Yes","No","Some of them","Some of them","No","Maybe","No","No",NA
2014-08-29 11:20:13,33,"Male","United States","NY","No","No","No",NA,"6-25","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No",NA
2014-08-29 11:20:28,40,"M","United States","WI","No","Yes","Yes","Sometimes","More than 1000","Yes","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","No","No","No","No","Maybe","Don't know","No",NA
2014-08-29 11:20:52,26,"Male","United States","WA","No","No","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-29 11:22:46,29,"f","United Kingdom",NA,"No","No","Yes","Often","More than 1000","No","No","Yes","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Yes","No","Yes",NA
2014-08-29 11:23:21,26,"Female","Canada",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Not sure","No","No","Yes","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No",NA
2014-08-29 11:24:48,33,"Malr","Italy",NA,"No","Yes","Yes","Sometimes","6-25","No","Yes","No","Not sure","No","No","Don't know","Somewhat easy","No","No","Some of them","Yes","No","No","Don't know","No","I suffered of panic attacks and agoraphobia for about 10 years."
2014-08-29 11:25:30,28,"Male","Brazil",NA,"No","Yes","No","Sometimes","100-500","No","Yes","No","No","No","No","Don't know","Somewhat easy","No","No","Some of them","Some of them","No","No","Don't know","Yes",NA
2014-08-29 11:27:47,41,"Male","United States","IL","Yes","No","Yes","Often","1-5","Yes","No","No","Yes","Yes","Yes","Yes","Very difficult","No","No","Some of them","Some of them","No","No","Yes","Yes",NA
